added,description,url,type,required,name,start,link,location,close,open,min_study
,"<div class=""field-item even"" property=""content:encoded""><p>Our people are our most valuable assets. Each year we recruit a large number of outstanding graduates for our in-demand Graduate Program to inject new ideas and energy into Deloitte.</p>

<p>We provide the right kinds of tools and training to ensure all our graduates can achieve career success through mentoring, peer support and e-learning. </p>

<p>As a full time career opportunity, we look forward to helping you find your fit at Deloitte</p>
</div>",/deloitte-graduate-program-canberra-perth,Graduate Jobs,,Deloitte Graduate Program - Canberra & Perth ,2017-02-01T00:00:00+11:00,, Canberra & Perth ,2016-09-03T00:00:00+10:00,2016-07-19T00:00:00+10:00,
,"<div class=""field-item even"" property=""content:encoded""><p>KordaMentha is an advisory and investment firm that provides Real Estate, Investment Management, Restructuring, Turnaround and Forensic support for companies. With offices in Australia, New Zealand and Singapore, and an international network in cooperation with AlixPartners, we have managed some of the most complex assignments in Australia and abroad.<br>
<br>
We have a reputation for delivering quality solutions to improve business and investment performance. We have a strong team culture and provide a stimulating and flexible work environment.</p>

<p>KordaMentha Real Estate is Australia's preeminent real estate workout and advisory group, having managed some of the country's largest and most complex real estate projects over the past decade.<br>
<br>
The KordaMentha Real Estate team includes development and construction managers, licensed real estate agents, sales and marketing specialists, transaction managers, valuers, asset managers, financial analysts and contracts administrators.<br>
<br>
With a unique set of real estate capabilities, the group regularly provide expert advice to clients relating to the development, management and sale of real estate projects.<br>
<br>
<strong>The Role</strong></p>

<p>KordaMentha Real Estate is offering a paid vacation employment program for final year students to gain practical and valuable work experience with its Melbourne team. One successful vacationer may be offered a full time graduate position within the Real Estate practice, commencing in February 2017.</p>

<p>As a Vacationer you will gain exposure to our Real Estate practice and will have the opportunity to work on some high profile engagements whilst receiving mentoring from our senior staff as well as being supported by a recent graduate (buddy).<br>
<br>
The Vacation Program runs for a period of 4 weeks on a part time basis (3 days per week) and is open to students in their final year of university. It provides first-hand experience of what it's like to work at KordaMentha and opportunities to work on interesting engagements.<br>
<br>
Some of the tasks that the successful applicant may complete day-to-day include:</p>

<ul>
	<li>Liaising with various property professionals including selling agents, property managers and valuers</li>
	<li>Assisting with the management of real estate transactions</li>
	<li>Assisting in the management and coordination of contractors, suppliers and consultants to progress real estate engagements</li>
	<li>Residential and commercial property research, and analysis of economic and market trends</li>
</ul>

<p>The successful applicant will have the opportunity to work within our Real Estate team and gain exposure to a wide range of asset types, engagements and clients.<br>
<br>
<strong>Benefits</strong></p>

<p>Some of the benefits for KordaMentha vacationers include:</p>

<ul>
	<li>Valuable hands-on experience</li>
	<li>Networking opportunities prior to completing your university degree</li>
	<li>Exposure to clients, including local and international banks and top tier law firms</li>
	<li>Supportive team environment</li>
	<li>Inductions to understand the business</li>
	<li>Buddy program</li>
	<li>Active social culture</li>
	<li>Open door policy</li>
</ul>

<p><strong>Application Process / Requirements</strong></p>

<p><span style=""line-height: 1.6;"">To be eligible to apply for this role you must:</span></p>

<ul>
	<li>Be an Australian citizen or permanent resident at the time of application</li>
	<li>Be in your final year of, or recently completed a Property related degree</li>
	<li>You may have some experience in valuations, agency, property development or another property stream.</li>
	<li>Be available to work for a minimum four week period between late September 2016 and late November 2016.</li>
</ul>

<p>We are a client focused firm, so in addition to your academic results, we consider your personal qualities, characteristics and interests. We look for well-rounded candidates who may have some prior work experience.<br>
<br>
For more information and to apply, please visit our website.<br>
<br>
Applications close 1 September 2016<br>
<br>
 </p>
</div>",/kordamentha-20162017-real-estate-vacation-program-melbourne,Internships,,KordaMentha 2016/2017  Real Estate - Vacation Program Melbourne,2016-09-01T00:00:00+10:00,http://kordamentha.com/gradcareers?utm_source=Grad%20Australia&utm_medium=Grad%20portal&utm_campaign=Grad%20Campaign,Melbourne,2016-09-01T00:00:00+10:00,2016-07-18T00:00:00+10:00,Bachelor degree
,"<div class=""field-item even"" property=""content:encoded""><p>Internship positions are available to work in application or product development. Applications development frequently involves dynamic XML-based websites, while product development has a stronger focus on API development, data structures and algorithms. Duties include requirements discovery, design, programming, testing and documentation. The work is often challenging and requires motivated individuals to work independently with moderate supervision and appropriate training.</p>

<p><strong style=""line-height: 1.6;"">Essential Attributes</strong></p>

<ul>
	<li>Strong software engineering skills.</li>
	<li>Self-motivated and able to work independently.</li>
	<li>Works effectively in teams.</li>
	<li>Able to learn and apply new tools and technologies.</li>
</ul>

<p><strong>Desirable Attributes</strong></p>

<ul>
	<li>Java, C++, Javascript or other programming languages.</li>
	<li>Windows and Unix/Linux experience.</li>
	<li>Good understanding of web development.</li>
	<li>Knowledge of document markup standards, such as XML, SGML, XPath, XSL, XSLT and HTML.</li>
	<li>Understanding of text retrieval and document management technologies.</li>
	<li>Excellent academic results.</li>
</ul>

<p>Please note that due to the nature of the client, successful inters must be Australian Citizens and be willing to undertake a vetting process to gain an Australian Government Security Clearance.</p>
</div>",/leidos-internship-melbourne,Internships,65 - 74% WAM (Credit),Leidos Internship Melbourne,2017-02-01T00:00:00+11:00,https://www.leidos.com/about/companies/leidos-australia-leidos-pty-ltd,Melbourne,2016-08-31T00:00:00+10:00,2016-08-01T00:00:00+10:00,Bachelor degree
,"<div class=""field-item even"" property=""content:encoded""><p>GE is pleased to offer selected students the opportunity to join our business for a FMP Summer Internship. Students will be exposed to GE’s diverse portfolio of businesses which provides a perfect opportunity for us to learn about you and your interests and for you to learn about GE and a career with us.<br>
Essential Responsibilities We are looking for penultimate university students to join us for 12 weeks commencing in December 2016. The program will give FMP interns the opportunity to gain hands-on practical experience and further their development across a wide range of challenging projects to build a stronger finance and leadership skills set. <br>
<br>
<strong>Possible exposure as an intern may include: </strong></p>

<ul>
	<li>Commercial Finance </li>
	<li>Operations Analysis </li>
	<li>Auditing </li>
	<li>Forecasting </li>
	<li>Pricing and Treasury </li>
	<li>Productivity </li>
	<li>Cash Management </li>
	<li>Financial Planning </li>
	<li>Controllership Accounting </li>
</ul>

<p><strong>The internship will provide: </strong></p>

<ul>
	<li>Opportunities to “pitch out” to senior stakeholders </li>
	<li>Exclusive roundtable events with GE’s business leaders </li>
	<li>Buddy and Mentorship Program </li>
	<li>Ongoing feedback &amp; formal appraisals </li>
	<li>Job shadowing opportunities</li>
</ul>

<p><strong>Qualifications/Requirements To be considered for our FMP Internship we’re looking for students</strong> <strong>who: </strong></p>

<ul>
	<li>Have demonstrated leadership ability, initiative and autonomy </li>
	<li>Are in their penultimate or final year of a Bachelor degree (Major in Finance and/or Accounting highly regarded but not essential) </li>
	<li>Have achieved academic excellence </li>
	<li>Are interested in a career in Finance and/or Accounting </li>
	<li>Hold the appropriate entitlement to work in Australia &amp; New Zealand at date of application (Permanent Resident of Australia or an Australian Citizen or New Zealand Citizen). </li>
	<li>Available to start with GE in December 2016 </li>
	<li>Demonstrated leadership ability, initiative and autonomy. </li>
	<li>Geographic mobility. FMP Interns may be required to be based in the following locations: Perth, Brisbane, Melbourne, Sydney, Adelaide and Auckland.</li>
</ul>

<p><strong>Desired Characteristics </strong></p>

<p>If you believe you possess these qualities then we want to hear from you. We believe the more we show you today, the more we may be able to learn from you tomorrow. Our bright futures may well intertwine. <br>
<br>
Applications close 5pm AEST Friday 31st August 2016 - Resume and Cover Letter need to be attached for applications to be considered complete. </p>
</div>",/general-electric-summer-internship-financial-management-program-201617,Internships,,General Electric Summer Internship - Financial Management Program - 2016/17,2016-12-01T00:00:00+11:00,http://www.ge.com/au/graduates,"North Sydney, Jandakot, Melbourne, Parramatta",2016-08-31T00:00:00+10:00,2016-06-29T00:00:00+10:00,
,"<div class=""field-item even"" property=""content:encoded""><p>GE are excited to announce the opportunity for Graduates to join our Financial Management Program (FMP) in January 2017 in our Melbourne, Sydney or Perth offices. The FMP is an intensive two-year entry-level program spanning four rotational assignments across Australia and New Zealand.<br>
Essential Responsibilities This is a dynamic program that develops leadership and analytical skills through a combination of on-the-job and classroom training and formal finance and leadership course work. Hands-on experience may include financial planning and analysis, controllership accounting, auditing, commercial finance, pricing and treasury. <br>
<br>
<strong>The FMP provides:</strong></p>

<ul>
	<li>4 x 6 month rotation assignments across Australia and New Zealand. </li>
	<li>Completion of formal finance and leadership coursework. </li>
	<li>Regular opportunities to ""pitch out"" to senior stakeholders. </li>
	<li>Exclusive roundtable events with GE's worldwide business leaders. </li>
	<li>Buddy and Mentor Program. </li>
	<li>Mid-rotation and end-of-rotation appraisals. </li>
	<li>Job shadowing program. </li>
	<li>Residential development days over the 2 year program. </li>
	<li>Opportunities to enter GE's Corporate Audit Staff (CAS); a career accelerator leadership program.</li>
</ul>

<p><strong>Qualifications/Requirements</strong></p>

<ul>
	<li>Bachelor's degree (Majors in Finance and/or Accounting highly regarded but not essential). </li>
	<li>Graduate in 2016 or have graduated within the last 2 years. </li>
	<li>Achieved academic excellence. </li>
	<li>Hold the appropriate entitlement to work in Australia &amp; New Zealand at date of application (Permanent Resident of Australia or an Australian Citizen or New Zealand Citizen). </li>
	<li>Available to start with GE in January 2017 </li>
	<li>Demonstrated leadership ability, initiative and autonomy. </li>
	<li>Geographic mobility in accepting rotational assignments. FMPs may be required to complete rotations in the following locations: Perth, Brisbane, Melbourne, Sydney, Adelaide and Auckland.</li>
</ul>

<p><strong>Desired Characteristic</strong></p>

<ul>
	<li>Prior summer vacation, intern, co-op, cadet or work experience in a financial field. </li>
	<li>A passion to pursue a career in Corporate Finance and/or Accounting. </li>
	<li>Microsoft Excel skills. </li>
	<li>Excellent communication skills. </li>
</ul>

<p>If you believe you possess these qualities then we want to hear from you. We believe the more we show you today, the more we may be able to learn from you tomorrow. Our bright futures may well intertwine. <br>
<br>
Applications close 5pm AEST Friday 31st August 2016 - Resume and Cover Letter need to be attached for applications to be considered complete. </p>
</div>",/general-electric-financial-management-program-fmp-graduate-january-2017,Graduate Jobs,,General Electric Financial Management Program (FMP) - Graduate - January 2017,2017-01-01T00:00:00+11:00,http://www.ge.com/au/graduates,"North Sydney, Jandakot, Melbourne",2016-08-31T00:00:00+10:00,2016-06-29T00:00:00+10:00,Bachelor degree
,"<div class=""field-item even"" property=""content:encoded""><p>Applications for Orica’s 2017 Supply Chain Graduate Program in Australia are now open. <span style=""line-height: 1.6;"">At Orica, our Supply Chain Graduate Program is the key entry point for young professionals to enter our leadership pipeline. We are serious about your development and invest in a three year rotational program to give you the hands on experience you want with the responsibility you've earned.</span></p>

<ul>
	<li>Diverse job rotations every 12 months, offering you real opportunities and real responsibility</li>
	<li>An opportunity to experience living across different parts of Australia</li>
	<li>A program designed to develop your leadership potential</li>
</ul>

<p><strong style=""line-height: 1.6;"">About Orica</strong></p>

<p>An Australian mining services company with global operations, Orica has a diverse workforce of over 12,000 people servicing customers across more than 100 countries. We are the largest provider of commercial explosives and blasting systems to the mining, quarrying, oil and gas and construction markets, a global leader in the provision of ground support in mining and tunnelling, and a leading supplier of sodium cyanide for gold extraction.</p>

<p><strong>The Program</strong></p>

<p>Satisfy your desire for diversity of work, travel and development on Orica's Global Graduate Program;</p>

<ul>
	<li>Diverse rotations across different parts of the business</li>
	<li>Face-to-face graduate development workshops each year with a focus on preparing you for operating and leading in a global environment</li>
	<li>Structured networking opportunities with Orica's senior leadership teams</li>
	<li>An assigned Mentor for career guidance, support and advice</li>
	<li>A nominated graduate Buddy in your first year for peer-to-peer support</li>
	<li>Involvement in local community projects, volunteering and the option to be involved in our Graduate Sustainability Committee</li>
	<li>A graduate peer community – one that lasts a lifetime</li>
</ul>

<p><strong>For our 2017 Supply Chain Graduate Progam Orica will be hiring graduates with the following degrees / backgrounds:</strong></p>

<ul>
	<li>Business / Commerce</li>
	<li>Supply / Logistics</li>
	<li>Marketing</li>
</ul>

<p><strong>Eligibility</strong></p>

<ul>
	<li>Be an Australian or New Zealand citizen OR have Australian Permanent Residency </li>
	<li>Have a minimum average GPA of 65</li>
	<li>Must be mobile and willing to relocate for each rotation</li>
	<li>Fluent written and spoken English</li>
	<li>Be willing to undergo a medical and drug screen</li>
	<li>Be living in Australia and able to attend selection stages in person if required</li>
</ul>

<p>To make an application, please click the apply now button below.</p>

<p>Applications close Sunday 28 August 2016 at midnight.</p>
</div>",/orica-2017-supply-chain-graduate-position,Graduate Jobs,65 - 74% WAM (Credit),Orica 2017 Supply Chain Graduate Position ,2017-01-01T00:00:00+11:00,http://www.orica.com/Careers/Graduate-Program,Positions Australia wide ,2016-08-28T00:00:00+10:00,2016-08-04T00:00:00+10:00,
,"<div class=""field-item even"" property=""content:encoded""><p><span style=""line-height: 1.6;"">Join us in building a WORLD CLASS TREASURY!</span></p>

<ul>
	<li><span style=""line-height: 1.6;"">12 month rotational program with an ongoing role at the conclusion of the program</span></li>
	<li>Multiple opportunities to participate in cross sector projects working within a central agency</li>
	<li>Strong development program focused on behavioural and technical skills</li>
</ul>

<p><span style=""line-height: 1.6;"">Treasury NSW is committed to enabling Government to deliver its promises to the people of New South Wales whilst living out our values of Excellence in Service, Integrity, Accountability and Trust.</span></p>

<p><span style=""line-height: 1.6;"">We are committed to a better tomorrow promoting mobility, diversity and efficiency where people are valued in a high performance culture. Our Graduate Program includes a targeted position for a person of Aboriginal or Torres Strait Islander descent.</span></p>

<p><span style=""line-height: 1.6;"">Do you want to be inspired and grow?  We are seeking candidates who are tertiary qualified in business, commerce, accounting, finance, economics or legal backgrounds and have graduated within the past three years.</span></p>

<p><strong><span style=""line-height: 1.6;"">What’s on Offer:</span></strong></p>

<ul>
	<li>Undertake analysis of the financial position of Government agencies and businesses whilst being exposed to developing &amp; implementing the Governments economic and fiscal policies</li>
	<li>Gain valuable experience across three different areas including government transactions, budget strategy, economic policy and fostering relationship with line agencies</li>
	<li>Utilise your analytical and problem solving skills as you interact with a diverse group of people as you work on challenging and stimulating projects</li>
	<li>You will be instrumental in embedding our new financial management framework and system to deliver the 2017/18 state budget through engagement within line agencies</li>
	<li>You will be surrounded by a committed team to support your growth and development as you progress through the program undertaking a tailored learning &amp; development program</li>
</ul>

<p>This is a fantastic opportunity to grow with us in building a WORLD CLASS TREASURY! You will be rewarded through working in a flexible working environment located within Martin Place, Sydney. Your remuneration package will include salary ($60,154 - $65,396), employer’s contribution to superannuation and leave loading</p>

<p><span style=""line-height: 1.6;"">To apply, please review the role description and tailor a cover letter and resume to the focus capabilities (maximum 4 pages). </span></p>

<p><span style=""line-height: 1.6;"">For more information on the Treasury Graduate Program please join us at our information night on Wednesday 10th August from 6pm - 7:30pm. For more information click our Event Page, registrations close on 5th August 2016.</span></p>
</div>",/nsw-treasury-graduate-program-2017,Graduate Jobs,,NSW Treasury Graduate Program 2017 ,,http://www.treasury.nsw.gov.au/careers_at_treasury,Sydney,2016-08-28T00:00:00+10:00,,
,"<div class=""field-item even"" property=""content:encoded""><p><span style=""line-height: 1.6;"">Join us in building a WORLD CLASS TREASURY!</span></p>

<ul>
	<li>3 year rotational program with an ongoing role at the conclusion of the program</li>
	<li>Work across multiple government agencies focused on building financial capability</li>
	<li>Accelerated career development focused on achieving  your CA or CPA Qualification </li>
</ul>

<p>Treasury NSW is committed to increasing financial capability across the sector enabling Government to deliver its promises to the people of New South Wales, whilst living out our values of Excellence in Service, Integrity, Accountability and Trust.</p>

<p>We are committed to a better tomorrow promoting mobility and diversity whilst retaining high calibre and ambitious graduates who are valued in a high performance culture.</p>

<p>Do you want to be inspired and challenged?  We are seeking candidates who are tertiary qualified and eligible to commence their Chartered Accounting (CA) or Certified Practicing Accountants Australia (CPA) qualifications.</p>

<p><strong>What’s on offer?</strong></p>

<ul>
	<li>A chance to gain exposure and experience to work across the entire NSW Government sector</li>
	<li>Gain experience by assisting with  monthly reporting, the preparation of the annual financial statement and have exposure to a range of financial management practices and processes</li>
	<li>Utilise your analytical skills to recognise trends in data and support in the provision of financial management with decision making on numerous issues that affect the finances and economy of NSW</li>
	<li>Contribute to the development and management of various Government projects by connecting and engaging with a diverse range of stakeholders, and advising on critical activities</li>
	<li>In each rotation, you will be surrounded by a committed team to support your growth and development as you progress through the Program</li>
</ul>

<p>This is an exciting opportunity to grow with us in building a WORLD CLASS TREASURY! You will be rewarded through working in a flexible working environment located within the Sydney Metropolitan region and the opportunity to have a regional placement. Your remuneration package will include salary ($79,384 - $87,591), employer’s contribution to superannuation and leave loading plus full payment of your professional qualification fees.</p>

<p>To apply, please review the role description and tailor a cover letter and resume to the focus capabilities (maximum 4 pages). For more information on the Treasury Graduate Program please join us at our information night on Wednesday 10th August from 6pm - 7:30pm. For more information click our Event Page, registrations close on 5th August 2016.</p>
</div>",/nsw-treasury-fast-track-graduate-accounting-program-2017-sydney,Graduate Jobs,,NSW Treasury Fast Track Graduate Accounting Program 2017 - Sydney,,http://www.treasury.nsw.gov.au/careers_at_treasury,Sydney,2016-08-28T00:00:00+10:00,,
,"<div class=""field-item even"" property=""content:encoded""><p><strong>Vacation Students - Go Beyond Your Potential</strong></p>

<ul>
	<li>Get on-site experience with leading Australian organisations</li>
	<li>Work on challenging projects from day one</li>
	<li>Immerse yourself in an inclusive, diverse and supportive culture</li>
</ul>

<p>KPMG is one of the most trusted and respected global professional services firms with over 162,000 people in more than 155 countries. As a leading provider of advisory, audit and tax services we help organisations build, protect and realise value in dynamic and challenging business environments.<br>
<br>
We also support numerous organisations in the areas of education, social inclusion, health and the environment, working on initiatives that make a genuine difference to our society.<br>
<br>
Our purpose is to inspire confidence and empower change and to be the clear choice for our people, clients and the public.<br>
<br>
<strong>The opportunity:</strong><br>
<br>
Working in Advisory, Audit &amp; Assurance, Tax or Private Enterprise, you'll be mixing with some of the brightest minds while working on significant commercial projects with some of the nation's most respected companies. You'll also have the opportunity to network with sector and technical experts across our business.<br>
<br>
<strong>What you bring:</strong><br>
<br>
Our standards are high but we're interested in more than academic qualifications. We welcome different backgrounds, value all experiences and fields of study. We're looking for talented people, team players and progressive thinkers who can communicate their ideas convincingly. You will:</p>

<ul>
	<li>Have a questioning mind and lots of bright ideas</li>
	<li>Be a critical thinker with strong analytical and problem solving skills</li>
	<li>Demonstrate good teamwork and leadership potential</li>
	<li>Be adaptable to new technologies and systems</li>
	<li>Have strong business and commercial acumen</li>
	<li>Be passionate about delivering high quality work</li>
</ul>

<p><strong>What we offer you:</strong><br>
<br>
You'll work in collaborative culture that focuses on the wellbeing of our people to drive innovation. Our flexible and agile work environment fosters an open, friendly and supportive environment.<br>
<br>
We believe diversity of thought, background and experience strengthens relationships and delivers meaningful benefits to our people, our clients and community. We are consistently recognised as an employer of choice for women, and our inclusive culture promotes the development of our people irrespective of gender, ethnicity, generation, flexible work status, family circumstances, sexual orientation or disability.<br>
<br>
If you are looking for a vacation experience that will take you further, talk to us first at KPMG.<br>
<br>
<br>
<br>
<br>
 </p>
</div>",/kpmg-summer-vacation-internship-program,Internships,65 - 74% WAM (Credit),KPMG Summer Vacation Internship Program,2016-12-01T00:00:00+11:00,https://home.kpmg.com/au/en/home/careers/graduates.html,,2016-08-28T00:00:00+10:00,2016-07-11T00:00:00+10:00,
,"<div class=""field-item even"" property=""content:encoded""><p>Since working together is a good way to get to know each other, we often fill graduate positions through our vacation clerkship programme. We offer a range of summer and winter clerkships in each of our Australian offices. We have opportunities throughout the year for you to meet with us on campus and at recruitment events.<br>
<br>
A vacation clerkship is your opportunity to get a taste of life at Herbert Smith Freehills.<br>
<br>
Spend some of your summer or winter holidays with us and you'll gain a thorough understanding of how we go about meeting the needs of our clients as well as finding out what our culture is like.<br>
<br>
A clerkship is the best way to:</p>

<ul>
	<li>'Try out' a law firm</li>
	<li>Vacation clerkships allow you to experience first-hand the culture and working styles of different law firms – helping you choose a firm that works for you.</li>
	<li>Get real legal experience</li>
	<li>During your vacation clerkship, you'll spend time in one or two of our practice areas and get involved in real work for some of the world's largest companies and some of our inspiring pro bono clients.</li>
	<li>Obtain a graduate position</li>
	<li>If you're serious about a career in commercial law, carrying out a vacation clerkship gives you a significant advantage when applying for a place on a graduate program. We offer most of our graduate positions to clerkship alumni.</li>
	<li>Make lifelong friends</li>
</ul>

<p><br>
Time and again, our vacation clerks tell us about the people they meet: smart, interesting individuals who welcome, support and challenge them. The relationships that you form during your vacation clerkship can last your entire life.<br>
<br>
<strong>WHAT WE LOOK FOR</strong><br>
We are interested in who you are and the strengths you can bring. We recruit employees from a wide range of backgrounds who possess the qualities we look for in our lawyers, such as intellectual curiosity, confidence, clarity of thought, a sense of the bigger picture, the ambition to grow personally and professionally, and the ability to develop exceptional working relationships with clients and colleagues. We look for students who want to pursue a career in commercial law and who demonstrate a commercial awareness.<br>
<br>
We are interested in your academic record as well as evidence of strong communication and interpersonal skills, a balanced university life, and ability to work effectively in a team.<br>
<br>
<br>
 </p>
</div>",/herbert-smith-freehills-vacation-clerkship-program,Internships,,Herbert Smith Freehills Vacation Clerkship Program,,http://www.herbertsmithfreehills.com/careers,"Sydney, Melbourne, Brisbane, Perth",2016-12-29T00:00:00+11:00,2016-01-01T00:00:00+11:00,
,"<div class=""field-item even"" property=""content:encoded""><p>KordaMentha is an advisory and investment firm that provides Real Estate, Investment Management, Restructuring, Turnaround and Forensic support for companies. With offices in Australia, New Zealand and Singapore, and an international network in cooperation with AlixPartners, we have managed some of the most complex assignments in Australia and abroad.<br>
<br>
We have a reputation for delivering quality solutions to improve business and investment performance. We have a strong team culture and provide a stimulating and flexible work environment.<br>
<br>
KordaMentha Real Estate is Australia's preeminent real estate workout and advisory group, having managed some of the country's largest and most complex real estate projects over the past decade.<br>
<br>
The KordaMentha Real Estate team includes development and construction managers, licensed real estate agents, sales and marketing specialists, transaction managers, valuers, asset managers, financial analysts and contracts administrators.<br>
<br>
With a unique set of real estate capabilities, the group regularly provide expert advice to clients relating to the development, management and sale of real estate projects.<br>
<br>
<strong>The Role</strong></p>

<p>KordaMentha Real Estate is seeking an accomplished real estate graduate, preferably with some part-time or full-time experience in a relevant commercial or residential property role, to join its Melbourne team. Your property experience should be accompanied with strong academic results, business acumen and a passion to grow your career in real estate.<br>
<br>
Some of the tasks that the successful applicant is likely to complete day-to-day include:</p>

<ul>
	<li>Real estate transaction management of a wide range of asset types including commercial, industrial, residential and englobo land parcels</li>
	<li>Management a variety of contractors and consultants to assist in the management and transaction of real estate projects</li>
	<li>Development feasibility analysis, including the use of EstateMaster</li>
	<li>Negotiation of sale of varying asset types</li>
	<li>Liaising with various property professionals including selling agents, property managers and valuers.</li>
	<li>Residential and commercial property research, and analysis of economic and market trends</li>
</ul>

<p>The successful applicant will have the opportunity to work within our Real Estate team and gain exposure to a wide range of asset types, engagements and clients.<br>
<br>
<strong>Working for KordaMentha</strong></p>

<p><strong>KordaMentha Business School</strong></p>

<p>To complement the experience you gain 'on the job', you will improve you skills by attending ongoing training at our formal training school. KordaMentha also provides support for post graduate studies.<br>
<br>
<strong>Culture of Growth</strong></p>

<p>What unites everyone at KordaMentha is a desire to use our skills to make a difference – both for our clients and in our communities. This translates into active involvement with a range of charities and community organisations. We have a vibrant culture with a range of social functions and team sporting events to develop career long relationships with clients and your peers.<br>
<br>
Working for KordaMentha is much more than a job – it's a real opportunity for growth, both professionally and personally.<br>
<br>
<strong>Benefits</strong></p>

<p>Some of the benefits of working for KordaMentha include:</p>

<ul>
	<li>Exposure to high profile and diverse clients</li>
	<li>Exposure to various professional service providers such as lawyers and various banking staff</li>
	<li>Experience with engagements across various industries</li>
	<li>Staff are actively supported and encouraged to continue professional development</li>
	<li>Support for post graduate studies</li>
	<li>Personalised mentor and buddy programs to assist with your personal and professional development</li>
	<li>Secondment opportunities</li>
	<li>Training through the KordaMentha Business School</li>
	<li>Supportive team environment, including an open door policy</li>
	<li>Active social culture including team sports and involvements with various charities</li>
	<li>Travel opportunities</li>
	<li>Attending social and client functions</li>
	<li>Extensive networking opportunities</li>
	<li>Six monthly performance reviews to recognise your performance and achievements</li>
	<li>Corporate discount programs</li>
	<li>Employee assistance program</li>
	<li>Flexible and accommodating work practices</li>
</ul>

<p><strong>Application Process / Requirements</strong></p>

<p>To be eligible to apply for this role you must:</p>

<ul>
	<li>Be an Australian citizen or permanent resident at the time of application</li>
	<li>Be in your final year of, or recently completed a Property related degree</li>
	<li>You may have some experience in valuations, agency, property development or another property related stream.</li>
</ul>

<p><br>
We are a client focused firm, so in addition to your academic results, we consider your personal qualities, characteristics and interests. We look for well-rounded candidates who have some prior work experience.<br>
<br>
For more information and to apply, please visit our website.<br>
<br>
Applications close 30 October 2016<br>
 </p>
</div>",/kordamentha-2017-real-estate-graduate-program-melbourne,Graduate Jobs,,KordaMentha 2017 Real Estate - Graduate Program Melbourne,2017-02-01T00:00:00+11:00,http://kordamentha.com/gradcareers?utm_source=Grad%20Australia&utm_medium=Grad%20portal&utm_campaign=Grad%20Campaign,Melbourne,2016-10-30T00:00:00+11:00,2016-09-26T00:00:00+10:00,Bachelor degree
,"<div class=""field-item even"" property=""content:encoded""><p><strong>SAS Work Placement Program – Aus/NZ - 2016/2017</strong><br>
<br>
Kick start your career in analytics! With an industry skills gap looming, and an estimated 85% of Fortune 500 organizations unable to effectively exploit big data, now is the perfect time to supplement your SAS skills with hands-on work experience within a SAS customer organization.<br>
<br>
The SAS Work Placement Program can place you – a SAS-skilled analytics student – into a short-term placement in some of the largest companies in Australia and New Zealand. Grab the opportunity not only to boost your existing academic training with real-world data experience, but also to get valuable industry exposure that will jump you ahead of the field.<br>
<br>
The program is relatively flexible and we will do our best to match your selected industry, desired career path, location and program duration to an appropriate organisation.<br>
<br>
Applications open: 1st of August, 2016<br>
Applications close: 30th September, 2016<br>
Placement dates: dates may vary but the placements will be held during the UNI summer break<br>
<br>
<strong>What to include:</strong></p>

<p>1. Cover Letter – please include:</p>

<ul>
	<li>Outlining what you hope to gain from participating in the SAS Work Placement Program</li>
	<li>Highlight your SAS experience – what SAS skills do you have, how you learnt them and if you have used them please tell us how</li>
	<li>What industry do you want to work in (company type not role type)</li>
</ul>

<p>2. Resume – please include:</p>

<ul>
	<li>Your personal details; name, address, contact details, residency status</li>
	<li>Tertiary education details; what you studied, where and GPA</li>
	<li>Secondary education details – where you studied and your overall grades</li>
	<li>Any prior work experience including internships or voluntary experience</li>
</ul>

<p>3. Current Academic Transcript - copy of online records</p>

<p><strong>What next:</strong></p>

<p>Shortlisted candidates will be contacted after the application closing date (30th September). Subsequent interviews will be arranged as required.<br>
<br>
N.B. Students who do not supply all of the required information (as above) will not be contacted.<br>
<br>
For more information, visit our website or email workplacement@sas.com and become part of the data analytics revolution!</p>
</div>",/sas-work-placement-program-2017,Internships,65 - 74% WAM (Credit),SAS Work Placement Program - 2017,2016-12-01T00:00:00+11:00,http://www.sas.com/en_au/academic/graduate-program.html,"Sydney, Melbourne, Brisbane, Perth, Adelaide, Wellington, Auckland",2016-09-30T00:00:00+10:00,2016-07-27T00:00:00+10:00,
,"<div class=""field-item even"" property=""content:encoded""><p><strong>Your career is unique – just like you. That’s why we don’t want to give you generic information about your career at Deloitte.</strong></p>

<p>Click through to our careers site and tell us a little bit about yourself to receive customised career content just for you. What are you waiting for?</p>
</div>",/deloitte-summer-vacation-program-canberra,Internships,,Deloitte Summer Vacation Program – Canberra ,,,Adelaide & Canberra,2016-09-03T00:00:00+10:00,2016-07-19T00:00:00+10:00,
,"<div class=""field-item even"" property=""content:encoded""><p><strong>Your career is unique – just like you. That’s why we don’t want to give you generic information about your career at Deloitte.</strong></p>

<p>Click through to our careers site and tell us a little bit about yourself to receive customised career content just for you. What are you waiting for?</p>
</div>",/deloitte-summer-vacation-program-sydney-perth-alice-springsdarwin-melbourne-brisbane,Internships,,"Deloitte Summer Vacation Program – Sydney, Perth, Alice Springs/Darwin, Melbourne, Brisbane & Hobart/Launceston",,,"Sydney, Melbourne, Brisbane, Perth, Alice Springs/Darwin, & Hobart/Launceston",2016-09-03T00:00:00+10:00,2016-07-19T00:00:00+10:00,
